id;code;title;start;end;specialization_id;archived
524;AMB_MED_111;Заведующий отделением по оказанию платных медицинских услуг – врач – стоматолог;2017-12-14;;52;0
842;HOSP_MED_216;Заведующий онкологическим диспансером - врач-онколог;2018-11-02;;60;0
823;HOSP_209;Официант;2018-11-02;;;0
525;AMB_MED_111;Заведующий отделением по оказанию платных медицинских услуг - врач-стоматолог;2016-10-17;2017-12-14;52;0
843;HOSP_216;Помощник по уходу за больными;2018-11-02;;;0
824;HOSP_MED_210;Заведующий нефрологическим отделением - врач-нефролог;2018-11-02;;53;0
526;HOSP_MED_112;Заведующий кабинетом врача-терапевта - врач-терапевт;2018-11-02;;61;0
844;AMB_MED_216;Заведующий кабинетом врача - ревматолога - врач - ревматолог;2015-11-01;;27;0
1721;HOSP_MED_589;Врач-паразитолог;2018-11-02;;;0
825;HOSP_210;Парикмахер;2018-11-02;;;0
845;HOSP_MED_217;Заведующий онкологическим отделением - врач - детский онколог;2018-11-02;;45;0
803;HOSP_MED_203;Заведующий наркологическим отделением - врач-анестезиолог-реаниматолог;2018-11-02;;7;0
1722;HOSP_MED_590;Врач-патологоанатом;2018-11-02;;72;0
804;HOSP_203;Обувщик по пошиву ортопедической обуви;2018-11-02;;;0
826;AMB_MED_210;Заведующий кабинетом врача - детского уролога - андролога - врач - детский уролог - андролог;2015-11-01;;47;0
1723;HOSP_MED_591;Врач-педиатр;2018-11-02;;73;0
846;HOSP_217;Преподаватель;2018-11-02;;;0
805;AMB_MED_203;Заведующий кабинетом врача - аллерголога - иммунолога - врач - аллерголог -иммунолог;2015-11-01;;5;0
1724;HOSP_MED_592;Врач-педиатр участковый;2018-11-02;;73;0
806;HOSP_MED_204;Заведующий наркологическим отделением - врач-психиатр-нарколог;2018-11-02;;;0
847;AMB_MED_217;Заведующий кабинетом врача - эпидемиолога - врач - эпидемиолог;2015-11-01;;90;0
1725;HOSP_MED_593;Врач-профпатолог;2018-11-02;;75;0
827;HOSP_MED_211;Заведующий нефрологическим отделением - врач-педиатр;2018-11-02;;73;0
848;HOSP_MED_218;Заведующий онкологическим отделением - врач-онколог;2018-11-02;;60;0
1726;HOSP_MED_594;Врач-психиатр;2018-11-02;;4;0
828;HOSP_211;Плотник;2018-11-02;;;0
849;HOSP_218;Программист;2018-11-02;;;0
1727;HOSP_MED_595;Врач-психиатр участковый;2018-11-02;;;0
829;AMB_MED_211;Заведующий кабинетом врача - инфекциониста - врач - инфекционист;2015-11-01;;57;0
850;AMB_MED_218;Заведующий кабинетом лечебной физкультуры - врач по лечебной физкультуре;2015-11-01;;22;0
1742;HOSP_MED_610;Врач-стоматолог-хирург;2018-11-02;;;0
1728;HOSP_MED_596;Врач-психиатр-нарколог;2018-11-02;;8;0
830;HOSP_MED_212;Заведующий ожоговым центром - врач - детский хирург;2018-11-02;;49;0
851;HOSP_MED_219;Заведующий онкоурологическим отделением - врач-онколог;2018-11-02;;60;0
831;AMB_MED_212;Заведующий кабинетом врача - клинического фармаколога - врач - клинический фармаколог;2015-11-01;;6;0
852;HOSP_219;Психолог;2018-11-02;;;0
1743;HOSP_MED_611;Врач-сурдолог-оториноларинголог;2018-11-02;;68;0
1729;HOSP_MED_597;Врач-психотерапевт;2018-11-02;;11;0
853;AMB_MED_219;Заведующий кабинетом лечебной физкультуры - врач по спортивной медицине;2015-11-01;;22;0
1744;HOSP_MED_612;Врач-терапевт;2018-11-02;;61;0
854;HOSP_MED_220;Заведующий онкоурологическим отделением - врач-уролог;2018-11-02;;79;0
1730;HOSP_MED_598;Врач-пульмонолог;2018-11-02;;14;0
855;HOSP_220;Рабочий по комплексному обслуживанию и ремонту зданий;2018-11-02;;;0
1745;HOSP_MED_613;Врач-терапевт подростковый;2018-11-02;;61;0
1731;HOSP_MED_599;Врач-радиолог;2018-11-02;;;0
856;AMB_MED_220;Заведующий кабинетом первичной профилактики инсультов - врач - невролог;2015-11-01;;31;0
1746;HOSP_MED_614;Врач-терапевт участковый;2018-11-02;;61;0
1747;HOSP_MED_615;Врач-терапевт участковый цехового врачебного участка;2018-11-02;;61;0
1732;HOSP_MED_600;Врач-радиотерапевт;2018-11-02;;;0
1748;HOSP_MED_616;Врач-токсиколог;2018-11-02;;;0
1733;HOSP_MED_601;Врач-ревматолог;2018-11-02;;27;0
1749;HOSP_MED_617;Врач-травматолог-ортопед;2018-11-02;;67;0
1750;HOSP_MED_618;Врач-трансфузиолог;2018-11-02;;69;0
1734;HOSP_MED_602;Врач-рентгенолог;2018-11-02;;30;0
1735;HOSP_MED_603;Врач-рефлексотерапевт;2018-11-02;;36;0
1751;HOSP_MED_619;Врач-уролог;2018-11-02;;79;0
1736;HOSP_MED_604;Врач-сексолог;2018-11-02;;;0
1752;HOSP_MED_620;Врач-физиотерапевт;2018-11-02;;83;0
1737;HOSP_MED_605;Врач-статистик;2018-11-02;;62;0
1753;HOSP_MED_621;Врач-фтизиатр;2018-11-02;;;0
1738;HOSP_MED_606;Врач-стоматолог;2018-11-02;;52;0
1754;HOSP_MED_622;Врач-фтизиатр участковый;2018-11-02;;;0
1739;HOSP_MED_607;Врач-стоматолог детский;2018-11-02;;48;0
1755;HOSP_MED_623;Врач-хирург;2018-11-02;;86;0
1740;HOSP_MED_608;Врач-стоматолог-ортопед;2018-11-02;;;0
1756;HOSP_MED_624;Врач-эндокринолог;2018-11-02;;88;0
1757;HOSP_MED_625;Врач-эндоскопист;2018-11-02;;89;0
1741;HOSP_MED_609;Врач-стоматолог-терапевт;2018-11-02;;52;0
1758;HOSP_MED_626;Врач-эпидемиолог;2018-11-02;;90;0
1759;HOSP_MED_627;Гигиенист стоматологический;2018-11-02;;;0
1760;HOSP_MED_628;Главная акушерка;2018-11-02;;;0
1761;HOSP_MED_629;Главная медицинская сестра;2018-11-02;;;0
1762;HOSP_MED_630;Главный фельдшер;2018-11-02;;;0
1763;HOSP_MED_631;Акушер;2018-11-02;;;0
1764;HOSP_MED_632;Зубной врач;2018-11-02;;;0
1765;HOSP_MED_633;Зубной техник;2018-11-02;;;0
1766;HOSP_MED_634;Инструктор по лечебной физкультуре;2018-11-02;;;0
1767;HOSP_MED_635;Инструктор по трудовой терапии;2018-11-02;;;0
1768;HOSP_MED_636;Лаборант/К;2018-11-02;;;0
1769;HOSP_MED_637;Медицинская сестра;2018-11-02;;;0
1770;HOSP_MED_638;Медицинская сестра - анестезист;2018-11-02;;;0
1792;HOSP_MED_660;Медицинский фельдшер по приему вызовов скорой медицинской помощи и передаче их бригадам скорой медицинской помощи;2018-11-02;;;0
1771;HOSP_MED_639;Медицинская сестра врача общей практики (семейного врача);2018-11-02;;;0
1793;HOSP_MED_661;Младшая медицинская сестра по уходу за больными;2018-11-02;;;0
1794;HOSP_MED_662;Начальник отдела экспертизы качества медицинской помощи - врач-методист;2018-11-02;;62;0
1772;HOSP_MED_640;Медицинская сестра диетическая;2018-11-02;;;0
1795;HOSP_MED_663;Операционная медицинская сестра;2018-11-02;;;0
1773;HOSP_MED_641;Медицинская сестра медико-социальной помощи;2018-11-02;;;0
1796;HOSP_MED_664;Помощник врача-энтомолога;2018-11-02;;;0
1774;HOSP_MED_642;Медицинская сестра палатная (постовая);2018-11-02;;;0
1797;HOSP_MED_665;Помощник врача-эпидемиолога;2018-11-02;;;0
691;HOSP_MED_166;Заведующий консультативно-диагностическим отделением - врач-колопроктолог;2018-11-02;;9;0
1798;HOSP_MED_666;Рентгенолаборант;2018-11-02;;;0
1775;HOSP_MED_643;Медицинская сестра патронажная;2018-11-02;;;0
692;HOSP_166;Инженер-программист 2 категории;2018-11-02;;;0
1799;HOSP_MED_667;Старшая медицинская сестра;2018-11-02;;;0
693;AMB_MED_166;Заведующий кабинетом пренатальной диагностики - врач - специалист;2015-11-01;2017-03-17;91;0
1800;HOSP_MED_668;Старшая операционная медицинская сестра;2018-11-02;;;0
694;HOSP_MED_167;Заведующий консультативно-диагностическим отделением - врач-невролог;2018-11-02;;31;0
1776;HOSP_MED_644;Медицинская сестра перевязочной;2018-11-02;;;0
1801;HOSP_MED_669;Старший акушер;2018-11-02;;;0
1777;HOSP_MED_645;Медицинская сестра по косметологии;2018-11-02;;;0
1802;HOSP_MED_670;Старший врач станции (отделения) скорой медицинской помощи;2018-11-02;;;0
695;HOSP_167;Инженер-сметчик;2018-11-02;;;0
1803;HOSP_MED_671;Старший зубной техник;2018-11-02;;;0
1778;HOSP_MED_646;Медицинская сестра по массажу;2018-11-02;;;0
696;AMB_MED_167;Заведующий отделением кардиологии - врач - кардиолог;2015-11-01;;59;0
678;AMB_MED_161;Заведующий центром здоровья - врач - специалист;2015-11-01;2017-03-17;91;0
697;HOSP_MED_168;Заведующий консультативно-диагностическим отделением - врач-онколог;2018-11-02;;60;0
679;HOSP_MED_162;Заведующий консультативно-диагностическим отделением - врач-акушер-гинеколог;2018-11-02;;2;0
1779;HOSP_MED_647;Медицинская сестра по приему вызовов скорой медицинской помощи и передаче их бригадам скорой медицинской помощи;2018-11-02;;;0
680;HOSP_162;Инженер по ремонту 1 категории;2018-11-02;;;0
698;HOSP_168;Инженер-сметчик 1 категории;2018-11-02;;;0
1780;HOSP_MED_648;Медицинская сестра по реабилитации;2018-11-02;;;0
681;AMB_MED_162;Заведующий кабинетом врача - акушера - гинеколога - врач - акушер -гинеколог;2015-11-01;;2;0
1781;HOSP_MED_649;Медицинская сестра по физиотерапии;2018-11-02;;;0
682;HOSP_MED_163;Заведующий консультативно-диагностическим отделением - врач-аллерголог-иммунолог;2018-11-02;;5;0
1782;HOSP_MED_650;Медицинская сестра приемного отделения;2018-11-02;;;0
699;AMB_MED_168;Заведующий кабинетом кардиологии - врач - кардиолог;2015-11-01;;59;0
683;HOSP_163;Инженер по ремонту 2 категории;2018-11-02;;;0
700;HOSP_MED_169;Заведующий консультативно-диагностическим отделением - врач-оториноларинголог;2018-11-02;;68;0
684;AMB_MED_163;Заведующий смотровым кабинетом - врач - акушер - гинеколог;2015-11-01;;2;0
716;HOSP_174;Инструктор-методист по лечебной физкультуре;2018-11-02;;;0
1783;HOSP_MED_651;Медицинская сестра процедурной;2018-11-02;;;0
741;AMB_MED_182;Заведующий отделением неотложной медицинской помощи детскому населению - врач - педиатр;2015-11-01;;73;0
685;HOSP_MED_164;Заведующий консультативно-диагностическим отделением - врач-дерматовенеролог;2018-11-02;;41;0
717;AMB_MED_174;Заведующий онкологическим кабинетом - врач - онколог;2015-11-01;;60;0
701;HOSP_169;Инженер-сметчик 2 категории;2018-11-02;;;0
742;HOSP_MED_183;Заведующий консультативным отделением - врач-дерматовенеролог;2018-11-02;;41;0
718;HOSP_MED_175;Заведующий консультативно-диагностическим отделением - врач-физиотерапевт;2018-11-02;;83;0
1784;HOSP_MED_652;Медицинская сестра стерилизационной;2018-11-02;;;0
686;HOSP_164;Инженер-программист;2018-11-02;;;0
702;AMB_MED_169;Заведующий отделением неврологии - врач - невролог;2015-11-01;;31;0
1785;HOSP_MED_653;Медицинская сестра участковая;2018-11-02;;;0
719;HOSP_175;Каменщик;2018-11-02;;;0
687;AMB_MED_164;Заведующий женской консультацией - врач - акушер - гинеколог;2015-11-01;;2;0
703;HOSP_MED_170;Заведующий консультативно-диагностическим отделением - врач-психиатр;2018-11-02;;4;0
743;HOSP_183;Кухонный рабочий;2018-11-02;;;0
720;AMB_MED_175;Заведующий отделением пульмонологии - врач - пульмонолог;2015-11-01;;14;0
1786;HOSP_MED_654;Медицинский дезинфектор;2018-11-02;;;0
704;HOSP_170;Инженер-энергетик;2018-11-02;;;0
721;HOSP_MED_176;Заведующий консультативно-диагностическим отделением - врач-фтизиатр;2018-11-02;;;0
1787;HOSP_MED_655;Медицинский лабораторный техник;2018-11-02;;;0
744;AMB_MED_183;Заведующий отделением неотложной медицинской помощи детскому населению - врач - специалист;2015-11-01;2017-03-17;91;0
688;HOSP_MED_165;Заведующий консультативно-диагностическим отделением - врач-инфекционист;2018-11-02;;57;0
705;AMB_MED_170;Заведующий кабинетом неврологии - врач - невролог;2015-11-01;;31;0
722;HOSP_176;Кассир;2018-11-02;;;0
1788;HOSP_MED_656;Медицинский оптик-оптометрист;2018-11-02;;;0
706;HOSP_MED_171;Заведующий консультативно-диагностическим отделением - врач-психиатр-нарколог;2018-11-02;;;0
745;HOSP_MED_184;Заведующий консультативным отделением - врач-невролог;2018-11-02;;31;0
689;HOSP_165;Инженер-программист 1 категории;2018-11-02;;;0
707;HOSP_171;Инспектор по контролю за исполнением поручений;2018-11-02;;;0
723;AMB_MED_176;Заведующий кабинетом пульмонологии - врач - пульмонолог;2015-11-01;;14;0
1789;HOSP_MED_657;Медицинский регистратор;2018-11-02;;;0
746;HOSP_184;Лаборант/НМ;2018-11-02;;;0
690;AMB_MED_165;Заведующий кабинетом пренатальной диагностики - врач - акушер-гинеколог;2015-11-01;;2;0
708;AMB_MED_171;Заведующий оториноларингологическим отделением - врач - оториноларинголог;2015-11-01;;68;0
747;AMB_MED_184;Заведующий детским стоматологическим отделением - врач - стоматолог детский;2015-11-01;;48;0
709;HOSP_MED_172;Заведующий консультативно-диагностическим отделением - врач-ревматолог;2018-11-02;;27;0
1790;HOSP_MED_658;Медицинский статистик;2018-11-02;;;0
724;HOSP_MED_177;Заведующий консультативно-диагностическим отделением - врач-хирург;2018-11-02;;86;0
748;HOSP_MED_185;Заведующий консультативным отделением - врач-онколог;2018-11-02;;60;0
710;HOSP_172;Инструктор-дезинфектор;2018-11-02;;;0
1791;HOSP_MED_659;Медицинский технолог;2018-11-02;;;0
711;AMB_MED_172;Заведующий оториноларингологическим кабинетом - врач - оториноларинголог;2015-11-01;;68;0
749;HOSP_185;Лифтер;2018-11-02;;;0
725;HOSP_177;Кастелянша;2018-11-02;;;0
712;HOSP_MED_173;Заведующий консультативно-диагностическим отделением - врач-травматолог-ортопед;2018-11-02;;67;0
726;AMB_MED_177;Заведующий отделением неотложной медицинской помощи взрослому населению - врач -кардиолог;2016-10-17;;59;0
713;HOSP_173;Инструктор-методист;2018-11-02;;;0
750;AMB_MED_185;Заведующий кабинетом детской стоматологии - врач - стоматолог детский;2015-11-01;;48;0
714;AMB_MED_173;Заведующий онкологическим отделением - врач - онколог;2015-11-01;;60;0
727;HOSP_MED_178;Заведующий консультативно-диагностическим центром - врач-невролог;2018-11-02;;31;0
715;HOSP_MED_174;Заведующий консультативно-диагностическим отделением - врач-уролог;2018-11-02;;79;0
728;AMB_MED_178;Заведующий отделением неотложной медицинской помощи взрослому населению - врач скорой медицинской помощи;2016-10-17;;44;0
751;HOSP_MED_186;Заведующий консультативным отделением - врач-психотерапевт;2018-11-02;;11;0
729;HOSP_178;Кладовщик;2018-11-02;;;0
752;HOSP_186;Логопед;2018-11-02;;;0
730;HOSP_MED_179;Заведующий консультативным отделением - врач по лечебной физкультуре;2018-11-02;;22;0
753;AMB_MED_186;Заведующий стоматологическим отделением - врач - стоматолог;2015-11-01;;52;0
731;AMB_MED_179;Заведующий отделением медицинской помощи взрослому населению на дому - врач-оториноларинголог;2016-10-17;;68;0
754;HOSP_MED_187;Заведующий консультативным отделением - врач-терапевт;2018-11-02;;61;0
732;HOSP_179;Комендант;2018-11-02;;;0
733;HOSP_MED_180;Заведующий консультативным отделением - врач-акушер-гинеколог;2018-11-02;;2;0
755;HOSP_187;Машинист насосных установок;2018-11-02;;;0
734;HOSP_180;Кровельщик;2018-11-02;;;0
756;AMB_MED_187;Заведующий ортодонтическим отделением - врач - ортодонт;2015-11-01;;64;0
735;AMB_MED_180;Заведующий отделением неотложной медицинской помощи взрослому населению - врач - специалист;2015-11-01;2017-03-17;91;0
757;HOSP_MED_188;Заведующий лабораторией диагностики полимеразной цепной реакции - врач клинической лабораторной диагностики;2018-11-02;;3;0
736;HOSP_MED_181;Заведующий консультативным отделением - врач-аллерголог-иммунолог;2018-11-02;;5;0
758;HOSP_188;Машинист по стирке и ремонту спецодежды;2018-11-02;;;0
759;AMB_MED_188;Заведующий стоматологическим отделением - врач - стоматолог-терапевт;2015-11-01;;52;0
760;HOSP_MED_189;Заведующий лабораторией диагностики полимеразной цепной реакции - врач-бактериолог;2018-11-02;;10;0
737;HOSP_181;Культорганизатор;2018-11-02;;;0
738;AMB_MED_181;Заведующий отделением неотложной медицинской помощи взрослому населению - врач - терапевт;2015-11-01;;61;0
761;HOSP_189;Машинист уборочной машины;2018-11-02;;;0
739;HOSP_MED_182;Заведующий консультативным отделением - врач-гастроэнтеролог;2018-11-02;;17;0
740;HOSP_182;Курьер;2018-11-02;;;0
762;AMB_MED_189;Заведующий стоматологическим отделением - врач - стоматолог - хирург;2015-11-01;;;0
763;HOSP_MED_190;Заведующий лабораторией патоморфологии и цитологии - врач-патологоанатом;2018-11-02;;72;0
764;HOSP_190;Машинист холодильных установок;2018-11-02;;;0
765;AMB_MED_190;Заведующий отделением ортопедической стоматологии - врач - стоматолог - ортопед;2015-11-01;;;0
766;HOSP_MED_191;Заведующий лабораторией радиоизотопной диагностики - врач-радиолог;2018-11-02;;;0
767;HOSP_191;Машинист экскаватора;2018-11-02;;;0
791;HOSP_MED_199;Заведующий молекулярно-биологической лабораторией - врач - лабораторный генетик;2018-11-02;;;0
768;AMB_MED_191;Заведующий кабинетом ортопедической стоматологии - врач - стоматолог - ортопед;2015-11-01;;;0
792;HOSP_199;Младший воспитатель;2018-11-02;;;0
769;HOSP_MED_192;Заведующий медико-реабилитационным отделением - врач-психиатр;2018-11-02;;4;0
793;AMB_MED_199;Заведующий офтальмологическим отделением - врач - офтальмолог;2015-11-01;;70;0
770;HOSP_192;Медицинский психолог;2018-11-02;;82;0
794;HOSP_MED_200;Заведующий Московским городским гематологическим центром - врач-гематолог;2018-11-02;;20;0
771;AMB_MED_192;Заведующий стоматологическим отделением - врач - стоматолог детский;2015-11-01;;48;0
795;HOSP_200;Мойщик посуды;2018-11-02;;;0
772;HOSP_MED_193;Заведующий межокружным отделением пароксизмальных состояний - врач-невролог;2018-11-02;;31;0
796;AMB_MED_200;Заведующий офтальмологическим кабинетом - врач - офтальмолог;2015-11-01;;70;0
773;HOSP_193;Медицинский физик;2018-11-02;;;0
774;AMB_MED_193;Заведующий отделением терапевтической стоматологии - врач - стоматолог - терапевт;2015-11-01;;52;0
797;HOSP_MED_201;Заведующий Московским городским ревматологическим центром - врач-ревматолог;2018-11-02;;27;0
798;HOSP_201;Музыкальный руководитель;2018-11-02;;;0
775;HOSP_MED_194;Заведующий межокружным отделением рассеянного склероза - врач-невролог;2018-11-02;;31;0
799;AMB_MED_201;Заведующий физиотерапевтическим отделением - врач - физиотерапевт;2015-11-01;;83;0
776;HOSP_194;Менеджер/б;2018-12-29;;;0
800;HOSP_MED_202;Заведующий Московским координационным центром органного донорства - врач-хирург;2018-11-02;;86;0
777;AMB_MED_194;Заведующий кабинетом терапевтической стоматологии - врач - стоматолог - терапевт;2015-11-01;;52;0
801;HOSP_202;Облицовщик-плиточник;2018-11-02;;;0
1869;HOSP_MED_738;Заведующий отделением реанимации и интенсивной терапии для экстренной детоксикации - врач-анестезиолог-реаниматолог;2018-12-29;;;0
778;HOSP_194;Менеджер/old;2018-11-02;2018-12-29;;0
802;AMB_MED_202;Заведующий физиотерапевтическим кабинетом - врач - физиотерапевт;2015-11-01;;83;0
1870;HOSP_MED_738;Заведующий отделением реанимации и интенсивной терапии для экстренной детоксикации;2018-11-02;2018-12-29;;0
779;HOSP_MED_195;Заведующий микробиологической лабораторией - врач клинической лабораторной диагностики;2018-11-02;;3;0
1871;HOSP_MED_739;Заведующий отделением реанимации и интенсивной терапии для экстренных больных-врач-анестезиолог-реаниматолог;2018-11-02;;7;0
1856;HOSP_MED_725;Заведующий отделением диагностики и лечения заболеваний молочной железы и репродуктивной системы - врач-рентгенолог;2018-11-02;;30;0
780;HOSP_195;Менеджер по рекламе;2018-11-02;;;0
781;AMB_MED_195;Заведующий отделением хирургической стоматологии - врач - стоматолог - хирург;2015-11-01;;;0
1872;HOSP_MED_740;Заведующий отделением реанимации и интенсивной терапии с методами диализа для больных после трансплантации органов-врач-анестезиолог-реаниматолог;2018-11-02;;7;0
1857;HOSP_MED_726;Заведующий отделением клинической трансфузиологии - врач-трансфузиолог;2018-11-02;;69;0
782;HOSP_MED_196;Заведующий микрохирургическим отделением - врач - детский хирург;2018-11-02;;49;0
1858;HOSP_MED_727;Заведующий отделением клинической, производственной трансфузиологии и гравитационной хирургии крови - врач-трансфузиолог;2018-11-02;;69;0
783;HOSP_196;Менеджер по связям с общественностью;2018-11-02;;;0
1873;HOSP_MED_741;Заведующий отделением рентгеновской компьютерной томографии - врач-рентгенолог;2018-11-02;;30;0
1859;HOSP_MED_728;Заведующий отделением контроля качества оказания медицинской помощи-врач-методист;2018-11-02;;62;0
784;AMB_MED_196;Заведующий кабинетом хирургической стоматологии - врач - стоматолог - хирург;2015-11-01;;;0
1860;HOSP_MED_729;Заведующий отделением лечения острых эндотоксикозов - врач-токсиколог;2018-11-02;;;0
785;HOSP_MED_197;Заведующий микрохирургическим отделением - врач-хирург;2018-11-02;;86;0
1874;HOSP_MED_742;Заведующий центром аллергологии и иммунологии - врач-аллерголог-иммунолог;2018-11-02;;5;0
1861;HOSP_MED_730;Заведующий отделением новорожденных - врач-неонатолог;2018-11-02;;;0
786;HOSP_197;Методист;2018-11-02;;;0
1875;HOSP_MED_743;Заведующий центром психолого-психотерапевтической помощи - врач-психиатр;2018-11-02;;4;0
1876;HOSP_MED_744;Заведующий центром социально-правовой помощи - специалист по социальной работе;2018-11-02;;;0
1862;HOSP_MED_731;Заведующий отделением острых отравлений для психических больных - врач-токсиколог;2018-11-02;;;0
1877;HOSP_MED_745;Заведующий соматопсихиатрическим отделением для хирургических больных - врач-хирург;2018-12-29;;86;0
787;AMB_MED_197;Заведующий оториноларингологическим отделением - врач - сурдолог - оториноларинголог;2015-11-01;;;0
1863;HOSP_MED_732;Заведующий отделением переливания крови - врач-трансфузиолог;2018-11-02;;69;0
1878;HOSP_MED_746;Заведующий ожоговым отделением - врач-хирург;2018-12-29;;86;0
1864;HOSP_MED_733;Заведующий отделением реанимации и интенсивной терапии для больных с эндотоксикозами-врач-анестезиолог-реаниматолог;2018-11-02;;7;0
788;HOSP_MED_198;Заведующий многопрофильным отделением по оказанию платных медицинских услуг - врач-терапевт;2018-11-02;;61;0
789;HOSP_198;Механик;2018-11-02;;;0
1865;HOSP_MED_734;Заведующий отделением реанимации и интенсивной терапии для кардиологических больных-врач-анестезиолог-реаниматолог;2018-11-02;;7;0
1968;HOSP_MED_833;Заведующий диспансерным отделением - врач-онколог;2018-12-29;;60;0
1943;HOSP_MED_808;Заместитель заведующего филиалом по медицинской части (по организации  стационарной помощи);2018-12-29;;62;0
1866;HOSP_MED_735;Заведующий отделением реанимации и интенсивной терапии для кардиохирургических больных-врач-анестезиолог-реаниматолог;2018-11-02;;7;0
1879;HOSP_MED_747;Заведующий кардиологическим отделением с палатами реанимации и интенсивной терапии - врач-кардиолог;2018-12-29;;59;0
1969;HOSP_MED_834;Заведующий организационно-методическим кабинетом - врач-терапевт;2018-12-29;;61;0
790;AMB_MED_198;Заведующий оториноларингологическим кабинетом - врач - сурдолог - оториноларинголог;2015-11-01;;;0
1944;HOSP_MED_809;Заместитель заведующего филиалом по педагогической работе;2018-12-29;;62;0
1867;HOSP_MED_736;Заведующий отделением реанимации и интенсивной терапии для нейрохирургических больных-врач-анестезиолог-реаниматолог;2018-11-02;;7;0
1970;HOSP_MED_835;Заведующий отделением для больных с острым нарушением мозгового кровообращения с палатой интенсивной терапии - врач-невролог;2018-12-29;;31;0
1945;HOSP_MED_810;Заместитель главного врача по амбулаторно-поликлинической работе;2018-12-29;;62;0
1880;HOSP_MED_748;Заведующий центром терапии расстройств приема пищи «Клиника расстройств пищевого поведения» - врач-психиатр;2018-12-29;;4;0
1868;HOSP_MED_737;Заведующий отделением реанимации и интенсивной терапии для хирургических больных-врач-анестезиолог-реаниматолог;2018-11-02;;7;0
1971;HOSP_MED_836;Заместитель главного врача по медицинской части консультативно-диагностического центра;2018-12-29;;62;0
1946;HOSP_MED_811;Заведующий детским инфекционным отделением-врач-инфекционист;2018-12-29;;57;0
1930;HOSP_MED_795;Заведующий отделением организации противотуберкулезной помощи в лечебно-профилактических учреждениях - врач-методист;2018-12-29;;62;0
1972;HOSP_MED_837;Заведующий кабинетом рентгеновской остеоденситометрии - врач-радиолог;2018-12-29;;;0
1947;HOSP_MED_812;Заведующий акушерским обсервационным отделением - врач-акушер-гинеколог;2018-12-29;;2;0
1931;HOSP_MED_796;Заведующий отделением организации противотуберкулезной помощи мигрантам и социально-дезадаптированным лицам - врач-методист;2018-12-29;;62;0
1973;HOSP_MED_838;Заведующий отделением хирургического лечения сложных ритмов сердца и электрокардиостимуляции - врач по рентгенэндоваскулярным диагностике и лечению;2018-12-29;;;0
1974;HOSP_MED_839;Заведующий психиатрическим отделением для больных с сочетанной тяжелой соматической и психической патологией - врач-психиатр;2018-12-29;;4;0
1948;HOSP_MED_813;Заведующий лабораторно-диагностическим отделением - врач клинической лабораторной диагностики;2018-12-29;;3;0
1932;HOSP_MED_797;Заведующий отделением организации фтизиопедиатрической помощи - врач-методист;2018-12-29;;62;0
1975;HOSP_MED_840;Заведующий психиатрическим кризисным отделением - врач-психиатр;2018-12-29;;4;0
1933;HOSP_MED_798;Заведующий отделом госпитализации и оперативного управления - врач-фтизиатр;2018-12-29;;;0
1949;HOSP_MED_814;Заведующий отделом лечебного питания - врач-диетолог;2018-12-29;;;0
1976;HOSP_MED_841;Заведующий отделом организации первичной медико-санитарной помощи по профилю акушерство-гинекология - врач-акушер-гинеколог;2018-12-29;;2;0
1934;HOSP_MED_799;Заведующий родильным домом - врач-акушер-гинеколог;2018-12-29;;2;0
1977;HOSP_MED_842;Заведующий отделом по организации первичной медико-санитарной помощи по неотложной травмотологии - врач-травматолог-ортопед;2018-12-29;;67;0
1935;HOSP_MED_800;Заведующий туберкулезным легочным отделением -  врач-фтизиатр;2018-12-29;;;0
1950;HOSP_MED_815;Заведующий отделом организации работы в женских консультациях - врач-акушер-гинеколог;2018-12-29;;2;0
1936;HOSP_MED_801;Заведующий туберкулезным легочным педиатрическим отделением  - врач-фтизиатр;2018-12-29;;;0
1978;HOSP_MED_843;Заведующий многопрофильным отделением по оказанию платных медицинских услуг - врач-травматолог-ортопед;2018-12-29;;67;0
1951;HOSP_MED_816;Заведующий отделением гемосорбции и гравитационной хирургии крови - врач-анестезиолог-реаниматолог;2018-12-29;;7;0
1937;HOSP_MED_802;Заведующий централизованной бактериологической лабораторией - врач-бактериолог;2018-12-29;;10;0
1979;HOSP_MED_844;Старший медицинский дезинфектор;2018-12-29;;;0
1952;HOSP_MED_817;Начальник отдела гематологии и трансфузиологии - врач-гематолог;2018-12-29;;20;0
1938;HOSP_MED_803;Заместитель главного врача по медицинской части (для работы с пациентами больными туберкулезом, сочетаным с ВИЧ инфекцией);2018-12-29;;62;0
1953;HOSP_MED_818;Заведующий отделением гематологии (гематологии и химиотерапии) - врач-гематолог;2018-12-29;;20;0
1980;HOSP_MED_845;Санитарка;2018-12-29;;;0
1954;HOSP_MED_819;Заведующий отделением трансплантации костного мозга и высокодозной химиотерапии – врач-гематолог;2018-12-29;;20;0
1981;HOSP_MED_846;Медицинский брат;2018-12-29;;;0
1955;HOSP_MED_820;Заведующий дневным стационаром по гематологии (гематологии и химиотерапии) - врач-гематолог;2018-12-29;;20;0
1939;HOSP_MED_804;Заместитель директора по медицинской части для работы по гражданской обороне и мобилизационной работе;2018-12-29;;62;0
1940;HOSP_MED_805;Заместитель заведующего филиалом по клинико-экспертной работе;2018-12-29;;62;0
1881;HOSP_MED_749;Заведующий лабораторией иммунологического типирования тканей и клеток - врач клинической лабораторной диагностики/К;2018-12-29;;3;0
